1.611032e+00, 7.781481e-02, 2.582173e-01, 4.293841e-01, 1.578764e+00, 7.571815e-03, 1.199453e+00, 7.600696e-01, 1.837472e+00
-5.743134e-01, -2.369480e-01, 1.445096e+00, 6.081679e-02, 1.712452e+00, 6.868022e-02, 1.566982e+00, 7.663373e+00, 1.736517e+00
-5.743134e-01, -2.369480e-01, 1.445096e+00, 6.081679e-02, 1.712452e+00, 6.868022e-02, 1.566982e+00, 7.663373e+00, 1.736517e+00
1.341992e-01, 2.712120e-01, -1.265655e+00, 2.763420e-01, 1.110692e+00, 1.633379e-01, 1.934076e+00, 1.626509e+00, 2.475505e+00
-6.950118e-01, 1.387323e-01, -1.200974e+00, 1.567586e-01, 1.723542e+00, 1.934771e-01, 1.494131e+00, 4.930461e+00, 1.948444e+00
1.872720e+00, 6.779135e-01, 1.224447e+00, 9.403655e-01, 6.620340e-02, 1.295836e-01, 1.656026e+00, 8.592585e-01, 3.309932e+00
-1.252910e+00, 1.771838e-01, -6.080556e-01, 1.567778e-02, 8.738942e-01, 3.029022e-01, 9.834455e-01, 5.749067e+00, 1.863473e+00
1.197772e+00, 6.280673e-01, 2.192416e+00, 1.263402e+00, 1.261391e-02, 7.683565e-02, 1.283600e+00, 3.853818e+00, 6.278920e-01
-1.195654e-01, 2.672077e-02, 3.778287e-01, 1.946681e+00, 1.428029e+00, 4.843910e-01, 1.340966e+00, 5.780330e+00, 2.128659e+00
3.104605e-01, -4.112134e-02, -8.045660e-01, 1.582904e+00, 1.069339e+00, 4.460354e-01, 1.859480e+00, 3.019386e+00, 2.937090e+00
1.492575e+00, -5.427399e-01, 1.147635e+00, 4.572246e-01, 1.414184e+00, 4.576862e-01, 1.130262e+00, 1.661666e+00, 2.167780e-01
1.533136e+00, -2.193096e-01, 3.127655e-02, 4.162375e-01, 1.497426e+00, 4.482630e-01, 1.907084e+00, 5.975859e+00, 7.284096e-01
7.443385e-01, -4.707314e-01, -2.403256e-01, 1.876584e+00, 1.757261e+00, 3.953777e-01, 2.577291e-01, 2.397335e+00, 3.200111e+00
1.447558e+00, 7.597137e-03, -1.208824e+00, 4.403046e-01, 8.379358e-01, 3.412705e-01, 5.728574e-01, 2.611847e+00, 2.393551e+00
-1.689428e-01, -4.177174e-02, -7.813332e-01, 1.921377e+00, 1.659704e+00, 3.409658e-01, 1.228562e+00, 7.962219e-01, 1.436543e+00
-5.852013e-01, 7.071593e-01, -1.305505e+00, 8.515102e-01, 1.352082e+00, 1.987300e-01, 6.816685e-01, 6.178960e+00, 9.103337e-01
-4.913306e-01, 6.494753e-01, -1.287911e+00, 3.292187e-01, 1.101901e+00, 4.517940e-01, 6.910148e-01, 7.707274e+00, 7.997034e-01
1.453756e+00, -5.949444e-01, 1.088759e+00, 1.738470e+00, 2.001138e+00, 2.045675e-01, 9.638173e-01, 5.269268e+00, 3.688987e+00
-1.634443e+00, 6.218728e-01, -5.381751e-01, 1.181318e+00, 9.968076e-01, 4.023385e-01, 1.867606e+00, 4.166908e-01, 3.692602e+00
8.516495e-01, -8.476215e-01, 1.352267e+00, 5.111280e-01, 1.034305e+00, 1.171564e-01, 1.282663e+00, 5.595267e+00, 2.624668e+00
-6.674924e-02, 8.144428e-01, 8.848938e-01, 1.696359e+00, 1.682138e+00, 3.072052e-01, 6.991331e-01, 1.868536e+00, 1.724243e+00
