3.117474e-01, 1.710124e+00, 2.528039e+00, 4.570814e-02, 3.600605e-02, 1.034764e-01, 8.174669e-01, 5.358805e-01, 8.809550e-01, 9.928047e-01, 1.922982e+00, 1.196260e-02, 1.576848e+00
2.379658e-01, 1.860123e+00, 1.681972e+00, 1.113466e+00, 1.147205e+00, 1.046400e+00, 4.867448e-01, 6.856518e-01, 1.946376e-01, 5.731413e-01, 9.028754e-02, 1.401227e-03, 1.901119e-02
2.714827e-01, 1.201029e+00, 3.003143e+00, 5.194456e-02, 9.642523e-01, 1.724013e+00, 2.232492e+00, 7.970521e-01, 4.135383e-01, -1.630214e+00, -1.247523e-01, 6.042742e-04, 1.816726e+00
1.213934e-02, 1.655046e-01, 1.495793e+00, 4.530562e-03, 1.005680e+00, -1.421213e-02, 5.165729e-01, 2.237968e-01, 2.908696e-01, 7.312299e-01, -2.495469e-02, 6.034952e-04, 1.371111e+00
2.939226e-01, 2.297790e-01, 2.772530e+00, 5.340493e-02, 1.401791e+00, 1.143047e+00, 6.467084e-01, 5.005021e-01, 1.797108e-01, 1.838752e-01, 7.485395e-01, 2.097563e+00, 6.954753e-01
1.170392e-02, 2.889561e-01, 1.144312e+01, 6.555107e-02, 5.871437e-02, 1.131008e-01, 4.040009e-01, 6.521232e-01, 6.925685e-01, -1.802354e-01, 5.718569e-04, 2.171874e-03, 8.686691e-02
1.621199e-02, 5.798189e-01, 1.178061e-01, 1.080659e-03, 9.032511e-01, 1.050608e+00, 8.842824e-01, 4.676968e-01, 8.536825e-01, 4.106933e-01, 2.299546e-02, 8.572401e-04, 1.154045e+00
6.701836e-02, 1.488455e+00, 1.892906e+00, 1.601649e-02, 8.925663e-01, 7.278048e-01, 4.117993e-01, 3.187358e-01, 1.144849e-01, 1.170472e-01, 5.193918e-01, 4.348316e-01, 3.465841e-01
1.258033e-01, 2.671648e+00, 7.896932e+00, 4.171413e-02, 3.738255e-01, 5.227833e-01, 5.333266e-02, 2.100074e+00, 2.961701e-01, 2.045530e-01, 2.014291e-02, 3.038513e-04, 6.991162e-01
4.117335e-03, 2.665794e+00, 6.182384e-01, 1.696939e-02, 5.431470e-01, 2.703851e+00, -1.517965e+00, 6.791413e-01, 1.095565e+00, -2.530583e+00, -3.788959e-03, 1.661079e-02, 5.909489e-04
3.937989e-02, 5.018636e+00, 6.246477e-01, -9.691215e-04, 1.501804e+00, 1.269518e+00, 8.012505e-01, 6.861179e-01, 2.686874e-01, 2.830157e-01, 1.912996e-01, 3.748810e-02, 3.902182e-01
2.814337e-01, 3.359808e-01, 4.195494e+00, 6.117367e-02, 1.793037e+00, 1.462393e+00, 8.273890e-01, 6.419990e-01, 2.310808e-01, 2.355639e-01, 4.975404e-01, 1.855794e-01, 9.395042e-01
