2.429873e+00, -3.394604e-01, 1.105382e+00, 5.566784e-01, 1.243591e+00, 4.685458e-01, 4.908583e-01, 4.220366e-01, 9.990898e-01
-4.195485e-01, -4.264354e-01, 4.335543e-01, 6.637068e-01, 1.251921e-01, 1.402840e-02, 2.695328e-01, 5.048232e+00, -1.044381e-02
5.834753e-01, -6.854002e-01, 6.359991e-01, 8.069401e-01, 7.550889e-02, 1.056588e-01, 1.001843e+00, 7.205125e+00, -5.286398e-02
-1.167791e+00, 2.211580e+00, 1.144434e+00, 6.669273e-01, 1.942121e-02, 2.940673e-02, 5.367542e+00, 1.519678e+01, -1.040773e-02
1.390360e-01, -2.180546e+00, -8.933685e-02, 8.626076e-04, 4.268718e-01, 2.180278e-01, 9.921435e-01, 2.895678e+00, -9.702590e-02
-2.827653e+00, 9.707877e-01, 2.952433e-01, 3.007998e-01, 2.441862e-01, 2.934086e-02, 1.882026e+00, 3.072529e+00, -1.044573e-02
1.917724e-01, -7.961759e-01, 4.585794e-01, 1.430720e+00, 1.194973e-01, 5.594195e-03, 8.322834e-01, 4.670760e+00, -5.286292e-02
-1.226734e+00, 7.470937e-01, 8.778923e-01, 7.331123e-01, 1.925721e-02, 1.255014e-02, 1.861162e+00, 1.139541e+01, -1.043800e-02
-2.399294e-01, -3.439726e-01, 1.127486e-01, 5.580872e-04, 3.642081e-01, 1.910758e-01, 3.450631e+00, 1.418924e+00, -3.841267e-02
3.321578e+00, 3.019249e-02, 3.239359e-01, 1.069170e+00, 2.974295e-03, 3.895621e-02, 2.821734e-01, 3.086411e+00, -3.138521e-02
3.668455e-01, -2.903079e+00, 5.313275e-01, 5.241717e-02, 4.127216e-01, 9.248183e-02, 7.887220e-01, 5.709886e+00, -5.286134e-02
-3.252221e-01, -6.161956e-01, 1.545571e-01, 2.058901e-01, 7.232799e-04, 6.483214e-02, 5.709809e-01, 1.144464e+00, -1.260246e-02
-2.475007e+00, 2.037794e-01, 1.018333e+00, 2.954450e-01, 2.744232e-01, 1.000578e-02, 7.458264e-01, 1.333096e+01, -1.011748e-02
-5.259135e-01, -3.417867e-03, 4.772181e-01, 7.394977e-01, 2.232480e-02, 4.195128e-03, 1.471685e+00, 5.601334e+00, -1.011502e-02
-7.793478e+00, -1.260959e+00, 2.047632e+00, 3.157214e-04, 8.228709e-01, 2.887097e-02, 2.357301e-01, 7.990835e-01, 1.948159e+00
-5.299211e+00, 1.637590e-01, 8.699959e-01, 7.004435e-01, 1.269590e-02, 2.296540e-02, 4.480453e+00, 1.128260e+01, -1.044226e-02
-6.859127e-02, 4.394448e-01, 3.495601e-01, 7.223462e-01, 1.842780e-02, 4.051974e-03, 2.306149e+00, 3.877987e+00, -7.817277e-03
-7.432311e-11, -2.905333e-01, 9.402465e-02, 6.578460e-01, 7.136024e-02, 5.558100e-04, 2.003025e+00, 6.388676e-01, -1.648251e-02
-5.359092e+00, -2.209223e-01, 5.480225e-01, 7.244550e-01, 4.208944e-03, 1.446046e-02, 3.641197e+00, 6.612808e+00, -1.011359e-02
-1.008699e+00, 1.554763e+00, 1.070594e-01, 6.354865e-01, 5.304525e-02, 1.202928e-03, 9.385945e-01, 6.899614e-01, -9.490138e-03
-8.685972e-01, -4.508401e-01, 1.535866e-01, 7.627481e-02, 6.685094e-04, 6.767102e-02, 3.576100e-03, 1.106392e+00, -1.347906e-02
9.731671e-01, -3.160341e+00, 6.349398e-02, 3.724479e-01, 1.468585e-04, 2.081748e-04, 3.259118e+00, 2.934035e-01, -1.045790e-02
-3.857683e-01, -4.855979e-01, 5.953280e-01, 1.127732e+00, 5.393063e-03, 6.031190e-03, 1.020110e-08, 6.778746e+00, -2.418919e-02
-1.196728e+00, -7.945516e-02, 5.230923e-01, 6.037875e-01, 7.608381e-02, 3.517685e-02, 2.335915e+00, 6.327302e+00, -1.043493e-02
-2.989722e-02, -1.787885e+00, 5.395653e-01, 2.944862e-01, 2.199843e-01, 3.752948e-02, 2.594830e+00, 6.562588e+00, -1.043842e-02
2.058112e-01, 2.130003e-01, 2.143847e-02, 1.272165e-04, 6.635186e-03, 4.540136e-02, 3.874674e+00, 3.128990e-01, -7.867492e-03
-5.920386e+00, -4.424794e-01, 1.421848e+00, 4.267006e-01, 2.392754e-01, 1.436454e-02, 1.697129e-05, 1.909341e+01, -1.002746e-02
3.833791e+00, 2.964717e-01, 1.210395e-01, 1.002267e-01, 4.954122e-02, 1.141678e-04, 2.878041e-01, 2.170406e-01, -3.883325e-03
-3.095177e+00, 4.456805e-01, 2.538047e-01, 7.388360e-01, 4.659195e-02, 3.094252e-03, 9.673942e-01, 2.480724e+00, -1.043767e-02
6.901007e-01, -4.034045e-01, 1.367873e+00, 7.264877e-01, 8.095526e-01, 2.187047e-05, 1.618119e+00, 1.306645e+00, -5.411860e-02
-1.060717e+00, 2.641243e-02, 8.593599e-01, 3.113960e-01, 3.603332e-02, 5.918592e-02, 8.167578e-01, 1.113054e+01, -1.043717e-02
-2.280865e+00, -2.646600e-01, 1.087973e-01, 6.416843e-01, 3.433933e-02, 7.610469e-03, 8.146468e-03, 7.035569e-01, -9.649817e-03
-4.167558e+00, -1.150280e+00, 7.726048e-02, 1.652938e-04, 3.416829e-01, 1.214240e-02, 1.366058e-02, 8.856714e-01, -1.284257e-02
2.950971e+00, 1.589576e+00, 1.249663e-01, 4.470063e-01, 1.674254e-01, 1.623609e-02, 4.590344e-03, 4.633941e-01, -6.531991e-03
-7.434876e-01, -1.705961e-01, 1.183710e-01, 5.113016e-04, 4.995418e-02, 1.724664e-01, 7.078693e-02, 1.246851e+00, -3.930315e-02
4.699662e-01, 4.070712e-01, 4.144559e-01, 1.416155e-01, 1.186602e+00, 5.027703e-01, 1.441265e+00, 1.097060e+00, 2.695472e+00
-1.418789e+00, 1.037110e-02, 3.294872e-01, 5.004693e-01, 2.121197e-01, 1.747073e-02, 3.215356e-01, 3.561984e+00, -1.045263e-02
2.642827e+00, 1.604398e+00, 3.491245e-01, 1.510260e+00, 7.404237e-03, 4.557769e-04, 3.519492e-01, 5.737975e-01, -1.171186e-01
-9.581561e-01, -6.417836e-02, 6.319150e-01, 6.111388e-01, 1.140580e-01, 2.890438e-02, 5.285334e+00, 7.881800e+00, -1.043784e-02
1.489354e+00, 5.079564e-01, 1.374517e-01, 1.247555e+00, 1.915790e+00, 2.267136e-01, 1.512701e-07, 8.892160e-01, -1.002921e-01
-2.541618e+00, -3.280893e+00, 2.558857e-01, 2.218136e-01, 8.487872e-02, 5.998039e-02, 5.491293e-01, 2.510458e+00, -1.044115e-02
-1.407662e+00, -4.321886e-01, 6.387911e-01, 6.131521e-01, 1.511240e-01, 1.904464e-02, 1.348506e+00, 7.980018e+00, -1.043396e-02
1.646171e+00, 1.110213e-01, 8.191372e-02, 1.071108e+00, 1.397399e-02, 4.619148e-04, 7.515180e-02, 5.394117e-01, -2.619177e-02
1.953274e-01, -1.659115e+00, 8.467336e-01, 1.334025e-01, 5.083157e-01, 6.613486e-02, 3.982048e+00, 1.021528e+01, -5.285430e-02
